sku_id,product_id,shade_name,list_price,sale_price,in_stock,is_final_sale,badge,shade_img_url,color_img_url
2830180,P514568,37 Peachy Nude,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830180-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830180+sw.jpg
2830198,P514568,42 Babydoll Pink,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830198-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830198+sw.jpg
2830206,P514568,44 Nude Lavalliere,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830206-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830206+sw.jpg
2830214,P514568,54 Berry Bang,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830214-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830214+sw.jpg
2830248,P514568,87 Pink Voltage,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830248-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830248+sw.jpg
2830255,P514568,93 Restless Rose,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2830255-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2830255+sw.jpg
2851509,P514568,83 Spicy Berry,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2851509-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2851509+sw.jpg
2884930,P514568,15 Chili Crush,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2884930-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2884930+sw.jpg
2885309,P514568,23 Hot Mauve,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2885309-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2885309+sw.jpg
2880862,P514568,03 Mischievous Magenta,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2880862-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2880862+sw.jpg
2933356,P514568,66 Fuchsia Fizz,$46.00,,False,False,,https://www.sephora.com/productimages/sku/s2933356-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2933356+sw.jpg
2990125,P458747,Out Of Office,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2990125-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2990125+sw.jpg
2742492,P458747,Just Enough,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2742492-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2742492+sw.jpg
2742500,P458747,Not Too Much,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2742500-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2742500+sw.jpg
2555894,P458747,She's Vibrant,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2555894-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2555894+sw.jpg
2555886,P458747,She's a Doll,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2555886-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2555886+sw.jpg
2363844,P458747,She's That Girl,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2363844-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2363844+sw.jpg
2699379,P458747,She's Flushed,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2699379-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2699379+sw.jpg
2568665,P458747,She's Blushing,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2568665-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2568665+sw.jpg
2699361,P458747,She's Wanted,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2699361-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2699361+sw.jpg
2364289,P458747,She's So LA,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2364289-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2364289+sw.jpg
2906113,P458747,She's That Girl,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2906113-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2906113+sw.jpg
2926020,P458747,She Goes To The Gym,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2926020-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2926020+sw.jpg
2925998,P458747,She's Seductive,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2925998-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2925998+sw.jpg
2926004,P458747,She Left Me On Red,$25.00,,False,False,,https://www.sephora.com/productimages/sku/s2926004-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2926004+sw.jpg
2925980,P458747,Soft Launch,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2925980-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2925980+sw.jpg
2849768,P458747,She Goes To The Gym,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2849768-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2849768+sw.jpg
2849784,P458747,She's Seductive,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2849784-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2849784+sw.jpg
2849776,P458747,She Left Me On Red,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2849776-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2849776+sw.jpg
2849750,P458747,She Knows Who She Is,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2849750-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2849750+sw.jpg
2926012,P458747,Thank Me Later,$40.00,,False,False,,https://www.sephora.com/productimages/sku/s2926012-main-zoom.jpg,https://www.sephora.com/productimages/sku/s2926012+sw.jpg
